,id,songs,song,artist,energy,dance,liveness,valence,tempo,instrumental,acoustic,popularity,genres
485,161,Cool Girl Tove Lo,Cool Girl,Tove Lo,0.694,0.674,0.0752,0.203,101.993,7.17e-06,0.313,71,"['dance pop', 'electropop', 'metropopolis', 'pop', 'post-teen pop', 'swedish electropop', 'swedish pop', 'swedish synthpop', 'tropical house']"
486,162,TT Twice,TT,TWICE,0.853,0.708,0.399,0.399,129.946,0.000173,0.0525,71,['k-pop']
487,162,TT Twice,TT,TWICE,0.853,0.708,0.399,0.399,129.946,0.000173,0.0525,71,['k-pop']
488,162,Blood Sweat and Tears BTS,Blood Sweat & Tears,BTS,0.885,0.583,0.357,0.601,92.959,0,0.0244,78,['k-pop']
489,163,Fake Love Drake,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0,0.108,79,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
490,163,Sneakin (feat. 21 Savage) Drake,Sneakin' (In the Style of Drake (feat. 21 Savage)),2017 Top Hit Karaoke,0.567,0.619,0.116,0.363,169.966,0.914,0.0248,10,['karaoke']
491,163,Starboy (feat. Daft Punk) The Weeknd,Starboy - Electro Tribute the Weeknd Feat Daft Punk,Hilmer Rose,0.76,0.653,0.199,0.729,116.009,0.0766,0.0704,6,[]
492,164,Starboy  The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
493,164,That's Not Me (Feat. JME) Skepta ,That's Not Me (Karaoke Version) [Originally Performed by Skepta feat. Jme] - No Backing Vocals,Backing Force,0.776,0.954,0.0716,0.595,138.961,0.666,0.36,0,[]
494,164,Deja Vu Post Malone and Justin Bieber ,Deja Vu (Originally Performed by Post Malone & Justin Bieber) - Instrumental Version,Karaoke Pro,0.428,0.64,0.14,0.608,133.996,0.91,0.122,5,['karaoke']
495,165,don't wanna know  maroon 5,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.783,0.0983,0.418,100.047,0,0.343,74,['pop']
496,165,fake love drake ,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0,0.108,79,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
497,165,shout out to my ex little mix ,Shout Out to My Ex,Little Mix,0.747,0.773,0.11,0.8,126.014,8.23e-06,0.0239,81,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'r&b', 'talent show']"
498,166,Kryptonite 3 Doors Down,Kryptonite,3 Doors Down,0.865,0.545,0.168,0.543,99.01,1.12e-05,0.00664,79,"['alternative metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal']"
499,166,In The End Linkin Park,In The End,Linkin Park,0.853,0.542,0.108,0.37,105.256,0,0.0103,85,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
500,166,Smile and Wave Headstones,Smile and Wave,Headstones,0.676,0.615,0.173,0.859,121.046,0.00652,0.0373,14,"['canadian indie', 'canadian rock']"
501,167,Gangsta Kehlani,Gangsta,Kehlani,0.447,0.439,0.303,0.11,121.48,0,0.111,73,"['dance pop', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'rap']"
502,167,Love on the Brain Rihanna,Love On The Brain,Rihanna,0.637,0.509,0.0789,0.378,172.006,1.08e-05,0.0717,74,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
503,167,Party Favors Tinashe,Party Favors,Tinashe,0.492,0.654,0.144,0.185,94.992,0.000694,0.0307,55,"['dance pop', 'deep pop r&b', 'indie r&b', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']"
504,168,Work From Home Fifth Harmony,Work from Home,Fifth Harmony,0.585,0.803,0.0644,0.593,105.017,3.94e-06,0.103,82,"['dance pop', 'electropop', 'girl group', 'pop', 'post-teen pop', 'talent show']"
505,168,Hello Adele,Hello,Adele,0.451,0.481,0.0872,0.289,157.966,0,0.336,74,['pop']
506,168,Cheap Thrills Sia,Cheap Thrills,Sia,0.698,0.628,0.0907,0.732,89.976,0.00143,0.0472,76,"['australian dance', 'australian pop', 'dance pop', 'pop']"
507,169,libra intervals,Libra,Intervals,0.929,0.312,0.578,0.443,170.017,0.839,0.000465,47,"['djent', 'instrumental rock', 'jazz metal']"
508,169,falling apart  papa roach,Falling Apart,Papa Roach,0.942,0.528,0.344,0.421,110.058,0,8.26e-05,65,"['alternative metal', 'nu metal', 'pop punk', 'post-grunge', 'rap metal', 'rap rock']"
509,169,breath breaking benjamin,Breath,Breaking Benjamin,0.869,0.351,0.0886,0.355,182.811,0.000206,0.00014,62,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
510,170,Muddy Waters LP,Muddy Waters,LP,0.484,0.509,0.308,0.249,125.0,3.41e-06,0.394,63,['indie rock']
511,170,Everybody wants to rule the world Tears for Fears,Everybody Wants To Rule The World,Tears For Fears,0.8,0.638,0.113,0.569,112.055,0.00553,0.372,82,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'soft rock', 'synthpop']"
512,170,Yoga Janelle Monae ft Jidenna,Yoga (Made Popular By Janelle Monae ft. Jidenna) [Karaoke Version],Party Tyme Karaoke,0.385,0.779,0.191,0.54,129.98,0.669,0.0697,0,['karaoke']
513,171,Avicii the nights,The Nights,Avicii,0.835,0.527,0.249,0.654,125.983,0,0.0166,80,"['big room', 'edm']"
514,171,Spacebound eminem,Spacebound eminem,,,,,,,,,,
515,171,keith urban blue aint your color,Blue Ain't Your Color,Keith Urban,0.417,0.686,0.0844,0.451,82.407,1.79e-06,0.606,72,"['australian country', 'contemporary country', 'country', 'country road']"
516,172,Let me love you DJ snake JB ,Let me love you DJ snake JB ,,,,,,,,,,
517,172,You're going to go far kid the offspring ,You're going to go far kid the offspring ,,,,,,,,,,
518,172,Beverly Hills wheezer,Beverly Hills wheezer,,,,,,,,,,
519,173,Beautiful Freakshow Dean Brody,Beautiful Freakshow (feat. Shevy Price),Dean Brody,0.649,0.578,0.113,0.186,133.03,5.76e-05,0.0231,42,"['canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']"
520,173,Unwell Matchbox 20,Unwell - Remastered Version,Matchbox Twenty,0.793,0.442,0.328,0.437,80.985,0,0.0456,63,"['neo mellow', 'pop rock', 'post-grunge']"
521,173,Ahead a Century Tragically Hip,Ahead By A Century,The Tragically Hip,0.558,0.759,0.102,0.366,126.783,0.00743,0.0271,41,"['canadian indie', 'canadian rock', 'deep new americana']"
522,174,Runner A$AP Mob ft Lil Uzi Vert and A$AP Ant,Runner A$AP Mob ft Lil Uzi Vert and A$AP Ant,,,,,,,,,,
523,174,"21 Savage ""No Heart"" ",No Heart,21 Savage,0.444,0.906,0.173,0.678,140.063,6.44e-05,0.136,75,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
524,174,Pose Rihanna ,Pose,Rihanna,0.84,0.684,0.155,0.744,145.905,0.000223,0.211,50,"['dance pop', 'pop', 'post-teen pop', 'r&b', 'urban contemporary']"
525,175,21K Bruno Mars,21K Bruno Mars,,,,,,,,,,
526,175,Thinking Out Loud Ed Sheeran,Thinking Out Loud,Ed Sheeran,0.445,0.781,0.184,0.591,78.998,0,0.474,86,['pop']
527,175,Orphelia The Lumineers,Orphelia The Lumineers,,,,,,,,,,
528,176,Don't let me down the Chainsmokers,Don't Let Me Down,The Chainsmokers,0.869,0.532,0.136,0.422,159.803,0.00508,0.157,84,"['edm', 'electropop', 'pop', 'tropical house']"
529,176,Never be like you Flume,Never Be Like You (feat. Kai),Flume,0.557,0.444,0.152,0.296,115.058,0,0.453,71,"['australian alternative rock', 'australian dance', 'downtempo', 'edm', 'pop']"
530,176,This is what you came for Calvin Harris,This Is What You Came For,Calvin Harris,0.928,0.63,0.148,0.465,123.963,0.124,0.199,82,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']"
531,177,Maria Maria Santana,Maria Maria - Radio Mix,Santana,0.601,0.777,0.0348,0.68,97.911,0.00201,0.0406,70,"['blues-rock', 'classic rock', 'rock']"
532,177,Caroline Anime,Caroline Anime,,,,,,,,,,
533,177,Black Beatles Rae Sremmurd,Black Beatles,Rae Sremmurd,0.632,0.794,0.128,0.355,145.926,0,0.142,79,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
534,178,Midnight Moon Oh Wonder,Midnight Moon,Oh Wonder,0.48,0.685,0.133,0.657,142.972,0.00828,0.632,54,"['electropop', 'indie poptimism', 'indie r&b', 'modern rock', 'pop']"
535,178,Basement Party MAX,Basement Party,MAX,0.954,0.773,0.0805,0.686,112.031,0,0.0574,44,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
536,178,Don't Look Back Ben Phipps,Don't Look Back,Ben Phipps,0.359,0.779,0.0883,0.133,114.009,0.0376,0.806,39,[]
537,179,Glawio com truise ,Glawio,Com Truise,0.608,0.603,0.255,0.144,175.959,0.551,0.134,40,"['chillwave', 'future funk', 'indietronica', 'retro electro', 'vaporwave', 'wonky']"
538,179,Cherub rock smashing pumpkins ,Cherub Rock - Remastered 2011,The Smashing Pumpkins,0.867,0.382,0.196,0.453,87.309,0.581,5.91e-06,62,"['alternative metal', 'alternative rock', 'modern rock', 'nu metal', 'permanent wave', 'pop rock', 'post-grunge', 'rock']"
539,179,Get dark the zolas ,Get Dark,The Zolas,0.644,0.69,0.196,0.66,103.053,0,0.408,34,"['canadian indie', 'vancouver indie']"
540,180,Adele when we were young ,When We Were Young,Adele,0.594,0.381,0.0925,0.273,143.86,0,0.348,74,['pop']
541,180,It girl Jason Deurlo ,It girl Jason Deurlo ,,,,,,,,,,
542,180,One dance Drake ,One Dance,Drake,0.61,0.796,0.351,0.391,103.99,0.00286,0.00842,85,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
543,181,Swallow up the ocean Billytalent,Swallow up the ocean Billytalent,,,,,,,,,,
544,181,Lost in Hollywood System of a Down,Lost In Hollywood,System Of A Down,0.797,0.295,0.125,0.107,150.301,0.000427,0.598,67,"['alternative metal', 'nu metal', 'post-grunge', 'rock']"
545,181,Tighted up The Black Keys,Tighted up The Black Keys,,,,,,,,,,
546,182,Closer Chainsmokers,Closer,The Chainsmokers,0.524,0.748,0.111,0.661,95.01,0,0.414,88,"['edm', 'electropop', 'pop', 'tropical house']"
547,182,Power Kanye West,POWER,Kanye West,0.915,0.543,0.744,0.577,153.998,0,0.0162,80,"['pop rap', 'rap']"
548,182,We Don't Talk Anymore Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,0.563,0.728,0.179,0.352,100.017,0,0.621,72,"['dance pop', 'pop', 'post-teen pop', 'viral pop']"
549,183,Starboy The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
550,183,Too Good Drake,Too Good,Drake,0.641,0.82,0.102,0.395,117.974,5.07e-05,0.0662,77,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
551,183,Party Up (Up In Here) DMX,Party Up (Up In Here),DMX,0.834,0.736,0.407,0.234,100.979,0,0.077,55,"['east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
552,184,Fresh Eyes Andy Grammer,Fresh Eyes,Andy Grammer,0.495,0.825,0.145,0.881,122.052,4.01e-05,0.581,64,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']"
553,184,Vente Pa' Ca Ricky Martin,Vente Pa' Ca,Ricky Martin,0.92,0.663,0.101,0.533,99.935,1.69e-05,0.00431,77,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'tropical']"
554,184,Would I lie to you David Guetta,Would I Lie To You - Radio Edit,David Guetta,0.826,0.671,0.631,0.774,123.986,0,0.00718,70,"['dance pop', 'edm', 'pop']"
555,185,I Need A Girl P. Diddy,"I Need a Girl Part 2 (feat. Loon, Ginuwine & Mario Winans)",Diddy,0.471,0.713,0.0308,0.781,199.765,0,0.421,67,"['dance pop', 'dirty south rap', 'east coast hip hop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap']"
556,185,One in a Million Neyo,One In A Million,Ne-Yo,0.794,0.763,0.327,0.65,99.999,2.86e-06,0.122,63,"['dance pop', 'pop', 'pop rap', 'r&b', 'urban contemporary']"
557,185,I Want It That Way Backstreet Boys,I Want It That Way,Backstreet Boys,0.702,0.689,0.159,0.484,99.031,0,0.216,80,"['boy band', 'dance pop', 'europop', 'pop']"
558,186,Fake love Drake,Fake Love,Drake,0.488,0.927,0.196,0.605,133.987,0,0.108,79,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
559,186,broccolli ,Broccolli,XENPÄI,0.309,0.775,0.109,0.483,112.027,0,0.283,2,[]
560,186,Say it Tory Lanz,Say it Tory Lanz,,,,,,,,,,
561,187,Playing with Fire BlackPink,PLAYING WITH FIRE,BLACKPINK,0.758,0.707,0.141,0.674,97.037,0,0.0399,76,['k-pop']
562,187,Call on Me Ryan Riback remix,Call on Me - Ryan Riback Remix,Starley,0.838,0.67,0.159,0.717,104.998,0.000611,0.0604,72,['aussietronica']
563,187,Juju on That Beat Zay Hilfigerrrrrr,Juju on That Beat Zay Hilfigerrrrrr,,,,,,,,,,
564,188,Starry The Weeknd,Starry The Weeknd,,,,,,,,,,
565,188,Hymn for the weekend Coldplay,Hymn For The Weekend,Coldplay,0.743,0.49,0.3,0.363,89.974,7.21e-06,0.255,80,"['permanent wave', 'pop']"
566,188,Heathens 21 Pilots,Heathens,Twenty One Pilots,0.396,0.732,0.105,0.548,90.024,3.58e-05,0.0841,83,"['pop punk', 'rock']"
567,189,Waste a moment Kings of Leon,Waste A Moment,Kings of Leon,0.85,0.436,0.128,0.537,152.644,0.74,0.000861,69,"['garage rock', 'indie rock', 'modern rock', 'rock']"
568,189,Work this body Walk the Moon,Work This Body,WALK THE MOON,0.831,0.421,0.464,0.488,134.027,0,0.0283,61,"['indie pop', 'indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pop', 'pop rock']"
569,189,Something to believe in Young the Giant,Something To Believe In,Young the Giant,0.886,0.623,0.247,0.709,92.021,0,0.0245,64,"['indie pop', 'indie poptimism', 'indie rock', 'indietronica', 'la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp and holler']"
570,190,To Dream Tory Lanez,To Dream Tory Lanez,,,,,,,,,,
571,190,Exchange Bryson Tiller ,Exchange,Bryson Tiller,0.433,0.53,0.135,0.274,160.14,0,0.108,81,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music']"
572,190,Break from Toronto Partynextdoor,Break From Toronto,PARTYNEXTDOOR,0.678,0.596,0.418,0.259,117.066,0.004,0.0199,71,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
573,191,See You Again Wiz Khalifa,See You Again (feat. Charlie Puth),Wiz Khalifa,0.481,0.689,0.0649,0.283,80.025,1.03e-06,0.369,81,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
574,191,The Hound Elvis Presley,Hound Dog,Elvis Presley,0.756,0.357,0.76,0.95,174.797,0.00505,0.733,72,"['christmas', 'rock-and-roll', 'rockabilly']"
575,191,Johnny B. Goode Chuck Berry,Johnny B. Goode,Chuck Berry,0.806,0.522,0.313,0.969,168.078,5.48e-05,0.748,74,"['blues-rock', 'christmas', 'classic rock', 'folk rock', 'rock', 'rock-and-roll', 'rockabilly', 'soul']"
576,192,Magnify We Are Messengers,Magnify,We Are Messengers,0.766,0.566,0.117,0.401,139.955,0,0.133,54,"['ccm', 'christian alternative rock', 'christian music']"
577,192, Thy Will Hilary Scott, Thy Will Hilary Scott,,,,,,,,,,
578,192,Hallelujah Leonard Cohen,Hallelujah,Leonard Cohen,0.344,0.28,0.133,0.232,171.143,0.00642,0.715,64,"['canadian folk', 'folk', 'folk rock', 'folk-pop', 'melancholia', 'permanent wave', 'singer-songwriter', 'traditional folk']"
579,193,Shot of Glory Washboard Union ,Shot of Glory,The Washboard Union,0.921,0.468,0.222,0.913,185.934,0,0.0511,36,['canadian country']
580,193,Keep me in Mind Zac Brown Band,Keep Me In Mind,Zac Brown Band,0.715,0.684,0.181,0.563,96.018,0,0.159,57,"['contemporary country', 'country', 'country road', 'modern country rock']"
581,193,Footloose Blake Shelton,Footloose,Blake Shelton,0.924,0.52,0.128,0.844,173.98,2.31e-06,0.00121,50,"['contemporary country', 'country', 'country road']"
582,194,Shelter Porter Robinson,Shelter,Porter Robinson,0.796,0.276,0.184,0.26,199.526,0,0.00293,71,"['big room', 'brostep', 'complextro', 'edm', 'electro house', 'pop', 'progressive electro house']"
583,194,Candyman Zedd,Candyman,Zedd,0.875,0.573,0.356,0.235,149.974,0,0.0232,64,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
584,194,Spectrum Zedd,Spectrum,Zedd,0.801,0.609,0.127,0.407,129.99,0.00349,0.0137,64,"['complextro', 'dance pop', 'edm', 'german techno', 'pop', 'post-teen pop', 'tropical house']"
585,195,Ocean eyes (astronomy edit) Billie Eilish,Ocean eyes (astronomy edit) Billie Eilish,,,,,,,,,,
586,195,Girls your age transviolet,Girls Your Age,Transviolet,0.398,0.427,0.0903,0.114,139.249,0.00479,0.453,57,"['dance pop', 'electropop', 'indie electro-pop', 'indie poptimism', 'indietronica', 'vapor soul']"
587,195,Drunk Zayn,dRuNk,ZAYN,0.597,0.643,0.107,0.375,119.827,9.9e-06,0.509,61,"['dance pop', 'pop', 'post-teen pop']"
588,196,Side to side ariana grande,Side To Side,Ariana Grande,0.736,0.65,0.235,0.612,159.174,0,0.0513,84,"['dance pop', 'pop', 'post-teen pop']"
589,196,Cold water justin beiber,Cold water justin beiber,,,,,,,,,,
590,196,Let you down justin beiber,Let you down justin beiber,,,,,,,,,,
591,197,Anime soundtracks,Doraemon no Uta (Orchestral Anime Soundtrack),The Robotic Cats,0.216,0.508,0.125,0.615,120.966,0.887,0.221,19,[]
592,197,harry potter sound tracks,harry potter sound tracks,,,,,,,,,,
593,197,christmas songs,I've Got You Under My Skin - Remastered 1998,Frank Sinatra,0.247,0.585,0.107,0.591,127.15,8.85e-06,0.452,69,"['adult standards', 'christmas', 'easy listening', 'lounge']"
594,198,sweet sweet travis scott,sweet sweet,Travis Scott,0.578,0.733,0.403,0.447,142.028,1.19e-06,0.0859,67,"['pop', 'pop rap', 'rap']"
595,198,roses SAINt JHN,Roses,SAINt JHN,0.5,0.782,0.133,0.281,102.001,2.05e-05,0.342,66,"['indie r&b', 'rap', 'trap music', 'trap soul', 'underground hip hop']"
596,198,crazy brazy asap rocky and friends,crazy brazy asap rocky and friends,,,,,,,,,,
597,199,This is what you came for Calvin Harris,This Is What You Came For,Calvin Harris,0.928,0.63,0.148,0.465,123.963,0.124,0.199,82,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house']"
598,199,Into You Ariana Grande,Into You,Ariana Grande,0.734,0.623,0.145,0.372,107.853,1.9e-06,0.0162,83,"['dance pop', 'pop', 'post-teen pop']"
599,199,Kiss it better Rhianna,Kiss It Better (Originally Performed By Rhianna),Sunfly Karaoke,0.418,0.484,0.0625,0.542,190.237,0.408,0.00211,1,['karaoke']
600,200,Recognize Partynextdoor,Recognize (feat. Drake),PARTYNEXTDOOR,0.541,0.643,0.102,0.165,119.501,0,0.0102,69,"['hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']"
601,200,Through the Late Night Travis Scott,through the late night,Travis Scott,0.589,0.744,0.119,0.242,127.051,0,0.36,72,"['pop', 'pop rap', 'rap']"
602,200,Luv Tory Lanez,LUV,Tory Lanez,0.528,0.539,0.117,0.252,190.169,0,0.0108,71,"['canadian hip hop', 'hip hop', 'indie r&b', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']"
603,201,Starboy The Weeknd ,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
604,201,Don't Wanna Know Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,0.61,0.783,0.0983,0.418,100.047,0,0.343,74,['pop']
605,201,All we know The Chainsmokers,All We Know,The Chainsmokers,0.586,0.662,0.115,0.296,90.0,0.00272,0.097,75,"['edm', 'electropop', 'pop', 'tropical house']"
606,202,Starboy The Weeknd,Starboy,The Weeknd,0.588,0.678,0.137,0.486,186.005,6.35e-06,0.141,85,"['canadian pop', 'pop', 'rap']"
607,202,Singing Low The Fray,Singing Low,The Fray,0.593,0.527,0.11,0.283,90.167,0.000182,0.413,51,"['neo mellow', 'piano rock', 'pop', 'pop rock']"
608,202,Kids One Republic ,Stranger Things (feat. OneRepublic),Kygo,0.661,0.604,0.0951,0.506,107.016,0,0.234,74,"['edm', 'pop', 'tropical house']"
609,203,O Sole Mio Pavarotti ft. Bryan Adams,O Sole Mio Pavarotti ft. Bryan Adams,,,,,,,,,,
610,203,Tennessee Whiskey Chris Stapleton,Tennessee Whiskey,Chris Stapleton,0.37,0.392,0.0821,0.512,48.718,0.0096,0.205,78,['contemporary country']
611,203,Mirrors Justin Timberlake,Mirrors,Justin Timberlake,0.512,0.574,0.0946,0.512,76.899,0,0.234,67,"['dance pop', 'pop']"
612,204,Stay High cover Theory of a Deadman,Stay High cover Theory of a Deadman,,,,,,,,,,
613,204,Ain't No Other Man But You Christina Aguilera ,Ain't No Other Man But You Christina Aguilera ,,,,,,,,,,
614,204,Rap God Eminem ,Rap God,Eminem,0.843,0.708,0.799,0.625,148.14,0,0.397,81,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
615,205,Congratulations Post Malone,Congratulations,Post Malone,0.804,0.63,0.253,0.492,123.146,0,0.215,88,"['pop', 'rap']"
616,205,Love$ick Mura Masa,Love$ick (feat. A$AP Rocky),Mura Masa,0.763,0.625,0.214,0.721,88.753,0.0106,0.147,75,"['edm', 'vapor soul']"
617,205,Used To This Future,Used to This,Future,0.727,0.618,0.196,0.401,164.992,0,0.0312,65,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
618,206,Vivir Mi Vida Marc Anthony,Vivir Mi Vida,Marc Anthony,0.877,0.655,0.349,0.893,105.017,0,0.344,75,"['latin', 'latin pop', 'salsa', 'tropical']"
619,206,In the end Linkin Park,In The End,Linkin Park,0.853,0.542,0.108,0.37,105.256,0,0.0103,85,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']"
620,206,Sing for the moment Eminem,Sing For The Moment,Eminem,0.81,0.664,0.0559,0.162,164.052,1.62e-06,0.00196,74,"['detroit hip hop', 'g funk', 'hip hop', 'rap']"
621,207,Guidance Travis Scott,guidance,Travis Scott,0.753,0.702,0.41,0.453,139.98,1.38e-06,0.0609,63,"['pop', 'pop rap', 'rap']"
622,207,March Madness Future,March Madness,Future,0.661,0.406,0.101,0.335,180.206,0,0.173,65,"['hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
623,207,Timmy Turner Desiigner,Tiimmy Turner,Desiigner,0.725,0.602,0.0786,0.304,122.803,0,0.174,76,"['dwn trap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']"
624,208,Electric Body ASAP Rocky,Electric Body,A$AP Rocky,0.598,0.897,0.0646,0.528,119.966,0.0014,0.492,65,"['east coast hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'trap music']"
625,208,Big Body School Boy Q,Big Body School Boy Q,,,,,,,,,,
626,208,Maad City Kendrick Lamar,m.A.A.d city,Kendrick Lamar,0.729,0.487,0.44,0.217,91.048,4.07e-06,0.0538,67,"['conscious hip hop', 'hip hop', 'pop rap', 'rap', 'west coast rap']"
627,209,Trust Nobody Cashmere Cat,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,0.625,0.49,0.118,0.748,78.762,0,0.497,66,"['dance pop', 'downtempo', 'edm', 'electropop', 'pop', 'post-teen pop', 'shiver pop']"
628,209,Deja Vu Post Malone,Deja Vu,Post Malone,0.69,0.62,0.131,0.331,133.935,0,0.0931,78,"['pop', 'rap']"
629,209,Gangsta Kehlani,Gangsta,Kehlani,0.447,0.439,0.303,0.11,121.48,0,0.111,73,"['dance pop', 'indie r&b', 'pop', 'post-teen pop', 'r&b', 'rap']"
630,210,Ooh La The Kooks,Ooh La,The Kooks,0.873,0.543,0.15,0.786,150.891,9.45e-05,0.0165,48,"['garage rock', 'indie rock', 'modern rock', 'rock']"
631,210,Kill Your Heroes AWOLNATION,Kill Your Heroes,AWOLNATION,0.95,0.575,0.765,0.315,96.046,9.47e-05,0.00842,54,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']"
632,210,Honey Save Me From My Falsehoods Asha Jefferies,"Honey, Save Me From My Falsehoods",Asha Jefferies,0.0218,0.332,0.112,0.119,83.626,6.54e-05,0.869,28,[]
633,211,aint my fault rehab remix,Ain't My Fault - R3hab Remix,Zara Larsson,0.847,0.67,0.22,0.613,150.109,0,0.0156,64,"['dance pop', 'edm', 'pop', 'post-teen pop', 'r&b', 'swedish electropop', 'swedish pop', 'tropical house']"
634,211,say yes,Say Yes,Floetry,0.404,0.74,0.128,0.427,117.887,1.41e-06,0.219,60,"['hip hop', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']"
635,211,lotto,Lotto,EXO,0.867,0.798,0.193,0.702,99.996,0,0.0618,66,['k-pop']
636,212,Wolves Big Wreck,Wolves,Big Wreck,0.948,0.337,0.152,0.709,157.966,0.00177,0.00465,22,"['canadian indie', 'canadian rock', 'post-grunge']"
637,212,Bush Party Dean Brody,Bush Party,Dean Brody,0.829,0.575,0.139,0.48,140.035,0,0.32,39,"['canadian country', 'contemporary country', 'country', 'country road', 'modern country rock']"
638,212,The Touch Kolaj,The Touch,KOLAJ,0.765,0.643,0.0411,0.353,111.972,0.00317,0.00954,42,[]
639,213,Girls Like Tinie Tempah,Girls Like (feat. Zara Larsson),Tinie Tempah,0.804,0.916,0.0812,0.538,120.028,1.18e-05,0.37,71,"['dance pop', 'grime', 'hip hop', 'house', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'tropical house']"
640,213,Flex your way out of here sofi de la torre,Flex your way out of here sofi de la torre,,,,,,,,,,
641,213,Not above love aluna george,Not Above Love,AlunaGeorge,0.733,0.741,0.394,0.538,96.044,0,0.413,59,"['electropop', 'house', 'indie r&b', 'indietronica', 'pop', 'tropical house']"
642,214,Flex Your Way Out,Flex Your Way Out,Sofi de la Torre,0.453,0.61,0.122,0.305,85.974,3.04e-06,0.469,54,"['indie electro-pop', 'indie poptimism']"
643,214,24K Magic,24K Magic,Bruno Mars,0.803,0.818,0.153,0.632,106.97,0,0.034,81,"['pop', 'post-teen pop']"
644,214,Guillotine,Guillotine,Jon Bellion,0.798,0.614,0.0966,0.593,98.127,5.83e-06,0.106,67,"['modern rock', 'pop', 'pop rap']"
645,215,Centuries fall out boy,Centuries,Fall Out Boy,0.866,0.385,0.111,0.551,176.014,0,0.004,81,"['emo', 'modern rock', 'pop punk']"
646,215,I need a minute Imagine Dragons,I need a minute Imagine Dragons,,,,,,,,,,
647,215,Dear Agony Breaking Benjamin,I Will Not Bow,Breaking Benjamin,0.952,0.543,0.38,0.591,107.942,7.8e-06,0.000192,71,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']"
